shortened_name,name,ucinetid,department
"OKHUYSEN, G.",Gerardo A Okhuysen,gokhuyse,Paul Merage School of Business
"OLABISI, R.",Ronke M Olabisi,rolabisi,Biomedical Engineering
"OLESZKIEWICZ, D.",Dariusz Oleszkiewicz,doleszki,Arts-Music
"OLIN, S.C.",Spencer C Olin,scolin,History
"OLIVEIRA, G.",Gustavo de L T Oliveira,golivei1,Global & International Studies
"OLIVER, D.",Deborah Oliver,oliverd,Art
"OLIVIERI, V.",Vincent R Olivieri,olivieri,Arts-Drama
"OLSHANSKY, E.",Ellen Frances Olshansky,eolshans,Sue & Bill Gross School of Nursing
"OLSON, B.",Betty H Olson,bholson,Civil & Environmental Engineering
"OLSON, C.",Carol B Olson,cbolson,Education
"OLSON, G.",Gary M Olson,golson,Informatics
"OLSON, J.",Judith S Olson,jsolson,Informatics
"OLSON, K.",Kevin E Olson,olsonke,Political Science
"OLSON, V.",Valerie A Olson,olsonv,Anthropology
"OMOUMI, H.",Hossein Omoumi,homoumi,Arts-Music
"ORJUELA, H.",Hector H Orjuela,hhorjuel,Spanish & Portuguese
"OSTLUND, S.",Sean B Ostlund,sostlund,SOM - Anesthesiology
"OVERMAN, L.",Larry E Overman,leoverma,Chemistry
"OWENS, E.",Emily Greene Owens,egowens,"Criminology, Law & Society"
"Ordorica, C.",Carolina Valdivia Ordorica,cvaldiv1,"Criminology, Law & Society"
"PADAK, B.",Bihter Padak,bpadak,Mechanical & Aerospace Engineering
"PAEGEL, B.",Brian Matthew Paegel,bpaegel,Pharmaceutical Sciences
"PAGE, J.",Jane Page,janepage,Arts-Drama
"PALAIS, R.",Richard S Palais,palais,Mathematics
"PALCZEWSKI, K.",Krzysztof Palczewski,kpalczew,Ophthalmology Clinical
"PALERMO, A.",Andrew Allen Palermo,palermoa,Arts-Drama
"PAN, D.",David Tse-Chien Pan,dtpan,European Languages and Studies
"PAN, X.",Xiaoqing Pan,xiaoqinp,Materials Science and Engineering
"PANAGEAS, I.",Ioannis Panageas,ipanagea,Computer Science
"PANTANO, A.",Alessandra Pantano,apantano,Mathematics
"PANTELIA, M.",Maria C Pantelia,mcpantel,Thesaurus Linguae Graecae
"PAPAEFTHYMIOU, M.",Marios C Papaefthymiou,marios,Donald Bren School of Information and Computer Sciences
"PAPAMOSCHOU, D.",Dimitri Papamoschou,dpapamos,Mechanical & Aerospace Engineering
"PARDOEN, G.C.",Gerard C Pardoen,gpardoen,Civil & Environmental Engineering
"PARK, J.",Jung In Park,junginp,Sue & Bill Gross School of Nursing
"PARKER, D.",Daniel M Parker,dparker1,Population Health & Disease Prevention
"PARKER, I.",Ian Parker,iparker,Neurobiology and Behavior
"PARKER, W.",William H Parker,whparker,Office of the Provost
"PARKS, V.",Virginia Lynn Parks,vparks,Urban Planning & Public Policy
"PARRISH, A.",Austen Lawrence Parrish,alparris,School of Law
"PARSONS, M.",Michael J Parsons,mparson1,Developmental and Cell Biology
"PASTOR, J.",Jennifer Pastor,jpastor1,Arts-Studio Art
"PATEL, A.",Alka Patel,alkap,Art History
"PATEL, P.",Pranav Patel,pranavp,SOM - Department of Medicine
"PATHAK, M.",Medha Pathak,medhap,SOM - Physiology & Biophysics
"PATTERSON, J.",Joseph P Patterson,patters3,Chemistry
"PATTIS, R.",Richard Eric Pattis,pattis,Computer Science
"PAYAN, D.",Denise Diaz Payan,dpayan,"Health, Society and Behavior"
"PEARCE, J.",Jone L Pearce,jlpearce,Paul Merage School of Business
"PEARL, L.",Lisa Sue Pearl,lpearl,Language Science
"PELAYO, R.",Roberto Pelayo,rcpelayo,Mathematics
"PENA, E.",Elizabeth D Pena,edpena,Education
"PENNER, A.",Andrew M Penner,penner,Sociology
"PENNER, E.",Emily K Penner,pennere,Education
"PENNER, R.",Reginald M Penner,rmpenner,Chemistry
"PENNY, S.",Simon G Penny,penny,Arts-Studio Art
"PEPPLER, K.",Kylie Aine Peppler,kpeppler,Informatics
"PERIN, C.",Casey C Perin,cperin,Philosophy
"PERKINS, B.",Barry Esteban Perkins,beperkin,Arts-Music
"PERLMAN, A.",Allison Joyce Perlman,aperlman,History
"PETERS, M.",Megan Amelia Knapp Peters,meganakp,Cognitive Science
"PETERSEN, Y.",Ying Y Petersen,yypetsen,East Asian Studies
"PETERSON, K.",Kristin A Peterson,kris,Anthropology
"PETROVIC, B.",Bojan Petrovic,bmpetrov,Social Sciences Undergraduate Student Affairs
"PHALEN, R.",Robert F Phalen,rfphalen,SOM - Department of Medicine
"PHILIP, K.",Kavita Sara Philip,kphilip,History
"PHILLIPS, S.",Susanne J Phillips,sjphilli,Sue & Bill Gross School of Nursing
"PHOENIX, D.",Davin Lanier Phoenix,dphoenix,Political Science
"PIFF, P.",Paul Kayhan Piff,ppiff,Psychological Science
"PINCUS, M.",Morton P Pincus,mpincus,Paul Merage School of Business
"PINTER, G.",Gerald T Pinter,gpinter,Arts-Music
"PINTO, M.",Melissa Dawn Pinto,mdpinto,Sue & Bill Gross School of Nursing
"PIOMELLI, D.",Daniele Piomelli,piomelli,SOM - Anatomy & Neurobiology
"PIPER, A.",Anne Marie Piper,ampiper,Informatics
"PIPKIN, S.",Seth Daniel Pipkin,spipkin,Urban Planning & Public Policy
"PIRRUNG, M.C.",Michael Craig Pirrung,pirrungm,Pharmaceutical Sciences
"PITT, J.",Jon L Pitt,jpitt,East Asian Studies
"PIZLO, Z.",Zygmunt Pizlo,zpizlo,Cognitive Science
"PLASTINO, J.",Janice G Plastino,jgplasti,Arts-Dance
"PLIKUS, M.",Maksim Plikus,plikus,Developmental and Cell Biology
"PLON, L.",Lawrence Plon,lplon,Pharmaceutical Sciences
"POIRIER, D.",Dale J Poirier,dpoirier,Economics
"POLICANO, A.",Andrew John Policano,policano,Paul Merage School of Business
"POLLETTA, F.",Francesca Polletta,polletta,Sociology
"PONTELL, H.",Henry N Pontell,pontell,Sociology
"PORTER, K.",Katherine M Porter,porterk1,School of Law
"POTMA, E.",Eric Potma,epotma,Chemistry
"POULOS, T.",Thomas Poulos,poulos,Pharmaceutical Sciences
"PRATHER, M.",Michael J Prather,mprather,Earth System Science
"PRATT, J.",Jessica Dawn Pratt,jdpratt,Ecology & Evolutionary Biology
"PRAUSE, J.",Joann Prause,japrause,Psychological Science
"PREECE, D.",Daryl C Preece,dpreece,Biomedical Engineering
"PRESCHER, J.",Jennifer A Prescher,jpresche,Chemistry
"PRESSMAN, S.",Sarah Danielle Pressman,pressman,Psychological Science
"PRICE, Z.",Zachary Price,zfprice,Arts-Drama
"PRIMEAU, F.",Francois William Primeau,fprimeau,Earth System Science
"PRITCHARD, D.",Duncan H Pritchard,dhpritch,Philosophy
"PRITCHARD, M.",Michael Stephen Pritchard,mspritch,Earth System Science
"PROSPER, M.",Mamyrah Altagracia Prosper,mprosper,Global & International Studies
"Painter, F.",Fantasia L Painter,fpainter,Global & International Studies
"Powers, I.",Ilhem Messaoudi Powers,imessaou,Molecular Biology & Biochemistry
"QIAN, T.",Tianchen Qian,tiancq1,Statistics
"QU, A.",Annie Qu,aqu2,Statistics
"QUAS, J.",Jodi Anne Quas,jquas,Psychological Science
"QUEEN, B.",Bradley A Queen,bqueen,English
"QUINTANA, I.",Isabela Quintana,isaq,Asian American Studies
"Qomi, M.",Mohammad Javad Abdolhosseini Qomi,mjaq,Civil & Environmental Engineering
"RADHAKRISHNAN, R.",Rajagopalan Radhakrishnan,rradhakr,English
"RAGAN, R.",Regina Ragan,rragan,Materials Science and Engineering
"RAGIN, C.",Charles C Ragin,cragin,Sociology
"RAHIMIEH, N.",Nasrin Rahimieh,nrahimie,Comparative Literature
"RAHMANI, A.",Amir Rahmani,amirr1,Sue & Bill Gross School of Nursing
"RAINER, Y.",Yvonne Rainer,yrainer,Arts-Studio Art
"RAJARAMAN, A.",Arvind Rajaraman,arajaram,Physics and Astronomy
"RAMACHANDRAN, V.",Vibhuti Ramachandran,vibhutir,Global & International Studies
"RANDERSON, J.",James T Randerson,jranders,Earth System Science
"RANGEL, R.",Roger Rangel,rhrangel,Mechanical & Aerospace Engineering
"RAPHAEL, R.",Renee Jennifer Raphael,rjraphae,History
"RATZ, M.",Michael Ratz,mratz,Physics and Astronomy
"RAZORENOVA, O.",Olga Razorenova,olgar,Molecular Biology & Biochemistry
"READ, E.",Elizabeth L Read,elread,Chemical & Biomolecular Engineering
"REARDON, C.",Colleen A Reardon,reardonc,Arts-Music
"RECKER, W.",Wilfred W Recker,wwrecker,Civil & Environmental Engineering
"RECTOR, D.L.",David L Rector,dlrector,Mathematics
"REDMILES, D.",David F Redmiles,dfredmil,Informatics
"REEBURGH, W.",William S Reeburgh,reeburgh,Earth System Science
"REED, C.",Cyrian Reed,cyrianr,Arts-Dance
"REESE, R.",R Anthony Reese,reese,School of Law
"REGAN, A.",Amelia C Regan,aregan,Computer Science
"REICH, S.",Stephanie Michelle Reich,smreich,Education
"REINELT, J.",Janelle Reinelt,jreinelt,Arts-Drama
"REINKENSMEYER, D.",David J Reinkensmeyer,dreinken,SOM - Anatomy & Neurobiology
"REINKENSMEYER, D.",David S Meyer,dmeyer,Sociology
"REITER, K.",Keramet A Reiter,reiterk,"Criminology, Law & Society"
"RENDON, M.",Maria G Rendon,mgrendon,Urban Planning & Public Policy
"REYES, A.",Alejandra Jakeline Reyes,ajreyes3,Biological Sciences-Minority Programs
"REYES, M.",Manuel Reyes,mreyes57,Mathematics
"REYNOLDS, B.",Bryan Randolph Reynolds,breynold,Arts-Drama
"RHEE, C.",Connie Rhee,crhee1,SOM - Department of Medicine
"RHEE, S.",Seung Hyun Rhee,seunghyr,Paul Merage School of Business
"RHODES, K.",Katherine Trieste Rhodes,ktrhodes,Education
"RIBBE, M.",Markus Walter Ribbe,mribbe,Molecular Biology & Biochemistry
"RICHARDS, V.",Virginia Richards,virginir,Cognitive Science
"RICHARDSON, D.",David Barrie Richardson,dbricha1,Environmental & Occupational Health - Faculty
"RICHARDSON, D.",Debra J Richardson,djr,Informatics
"RICHARDSON, G.",Gary Richardson,garyr,Economics
"RICHARDSON, M.",Matthew L Richardson,mlrichar,SOM - Otolaryngology
"RICHLAND, J.",Justin Richland,jbrich,Anthropology
"RICHLAND, L.",Lindsey Richland,lerich,Education
"RIGGS, H.",Hidemi Riggs,hriggs,East Asian Studies
"RIGNOT, E.",Eric Rignot,erignot,Earth System Science
"RIIS PETROU, J.",Jenna Lynn Riis Petrou,jriis,Psychological Science
"RINEHART, J.",Jenny K Rinehart,rineharj,Psychological Science
"RITCHIE, K.",Katherine Claire Ritchie,ritchiek,Philosophy
"RITCHIE, S.",Stephen G Ritchie,sritchie,Civil & Environmental Engineering
"RITT-OLSON, A.",Anamara Ritt-Olson,arittols,"Health, Society and Behavior"
"RITZ, T.",Thorsten Ritz,tritz,Physics and Astronomy
"ROBBINS, T.",Ty Robbins,robbint1,Economics
"ROBERTS, H.",Hugh John Roberts,hroberts,English
"ROBERTS, W.",William S Roberts,wsrobert,Arts-Studio Art
"ROBERTSON, J.",James Macewan Robertson,jamesmr1,History
"ROBERTSON, P.",Paul M Robertson,probert1,Physics and Astronomy
"ROBINSON-DORN, M.",Michael Jay Robinson-Dorn,robinso1,School of Law
"ROBINSON-DORN, T.",Trilby Robinson-Dorn,trilbyr,School of Law
"ROBSON, N.",Nina Patarinska Robson,npatarin,Mechanical & Aerospace Engineering
"ROBY, D.",Dylan Habeeb Roby,droby,"Health, Society and Behavior"
"ROCHETEAU, G.",Guillaume Rocheteau,grochete,Economics
"RODMAN, T.",Tara Alexa Rodman,rodmant,Arts-Drama
"RODRIGUEZ, A.",Alejandra Maria Rodriguez,alejamr4,Call Center
"RODRIGUEZ, B.",Bobby H Rodriguez,rodrigub,Arts-Music
"RODRIGUEZ, F.",Fernando Rodriguez,fernanr1,Education
"RODRIGUEZ, J.",Jaime E Rodriguez,jerodrig,History
"RODRIGUEZ, N.",Nancy M Rodriguez,nancymr2,Clinic-Internal Medicine
"ROMHANYI, J.",Judit Romhanyi,jromhany,Physics and Astronomy
"ROMNEY, A.",A K Romney,akromney,School of Social Sciences
"RONY, F.",Fatimah Tobing Rony,fatimah,Film & Media Studies
"ROOK, K.",Karen S Rook,ksrook,Psychological Science
"ROSALES, R.",Rocio Rosales,rosaler2,Sociology
"ROSAS, A.",Ana Rosas,arosas1,Chicano/Latino Studies
"ROSE, M.",Michael R Rose,mrrose,Ecology & Evolutionary Biology
"ROSENBAUM, M.",Mark D Rosenbaum,rosenbam,School of Law
"ROSENBERG, E.",Emily S Rosenberg,erosenbe,History
"ROSENBERG, S.",Shawn W Rosenberg,swr,Political Science
"ROSENER, J.B.",Judy B Rosener,jbrosene,Paul Merage School of Business
"ROSS, E.",Ezra Aslan Ross,ezrar,School of Law
"ROSS, L.",Lauren N Ross,rossl,Logic & Philosophy of Science
"ROSS-HO, A.",Amanda Ross-Ho,arossho,Arts-Studio Art
"ROSSO, D.",Diego Rosso,bidui,Civil & Environmental Engineering
"ROUDER, J.",Jeffrey Rouder,jrouder,Cognitive Science
"ROWE, J.",John C Rowe,jcrowe,English
"ROY, A.",Avipsa Roy,avipsar,Urban Planning & Public Policy
"RUBERG, B.",Bonnie P Ruberg,bruberg,Film & Media Studies
"RUBIN, K.",Karl Rubin,krubin,Mathematics
"RUIZ, V.",Vicki Lynn Ruiz,vruiz,Chicano/Latino Studies
"RUMBAUT, R.",Ruben G Rumbaut,rrumbaut,Sociology
"RUNNERSTROM, M.",Miryha Gould Runnerstrom,miryha,"Health, Society and Behavior"
"RUPERT, T.",Timothy Rupert,trupert,Materials Science and Engineering
"RUSSO, B.",Bernard Russo,brusso,Mathematics
"RUTLEDGE, J.",James E Rutledge,jrutledg,Physics and Astronomy
"RUYTER, N.",Nancy L. Ruyter,nlruyter,Arts-Dance
"RYAN, M.",Michael Ryan,mryan,English
"RYCHNOVSKY, S.",Scott Rychnovsky,srychnov,Chemistry
"Rebolleda-Gomez, M.",Maria Rebolleda-Gomez,mreboll1,Ecology & Evolutionary Biology
"Reed, B.",Barbara L Reed,lreed,English
"Ro, A.",Annie Eun-Young Ro,roa,"Health, Society and Behavior"
"SAARI, D.",Donald G Saari,dsaari,Economics
"SABERI, K.",Kourosh Saberi,saberi,Cognitive Science
"SADIQ, K.",Kamal Sadiq,kamal,Political Science
"SAKAI, A.",Ann K Sakai,aksakai,Ecology & Evolutionary Biology
"SAKR, Y.",Yasser Shoukry Ahmed Sakr,yshoukry,Electrical Engineering & Computer Science
"SALINGER, S.",Sharon V Salinger,salinger,History
"SALLUM, S.",Stephanie Elise Sallum,ssallum,Physics and Astronomy
"SALTZMAN, E.",Eric Steven Saltzman,esaltzma,Earth System Science
"SAMARAS, C.",Constance J Samaras,samaras,Arts-Studio Art
"SAMEH, C.",Catherine Sameh,csameh,Gender and Sexuality Studies
"SAMUELSEN, G.S.",Gary Scott Samuelsen,gss,Advanced Power & Energy Program
"SANCHEZ, J.",Javier Sanchez,javiers6,Physics and Astronomy
"SANDALSKA, Z.",Zlatina G Sandalska,zlatina,European Languages and Studies
"SANDERS, B.",Brett F Sanders,bsanders,Civil & Environmental Engineering
"SANDHOLTZ, J.",Judith Haymore Sandholtz,jsandhol,Education
"SANTAGATA, R.",Rossella Santagata,rsantaga,Education
"SANTAS, G.",Gerasimos Santas,gxsantas,Philosophy
"SAPHORES, J.",Jean Daniel M Saphores,saphores,Civil & Environmental Engineering
"SARNECKA, B.",Barbara W Sarnecka,sarnecka,Cognitive Science
"SARRAF, G.",George Sarraf,gsarraf,Economics
"SASMAZ, E.",Erdem Sasmaz,esasmaz,Chemical & Biomolecular Engineering
"SATO, B.",Brian Sato,bsato,Molecular Biology & Biochemistry
"SCARCELLA, R.",Robin C Scarcella,rcscarce,Education - Writing Project
"SCHAEFER, D.",David Schaefer,drschaef,Sociology
"SCHECHTER, M.",Martin Schechter,scmrxp,Mathematics
"SCHEINBERG, S.",Stephen Scheinberg,sscheinb,Mathematics
"SCHELL, E.",Edgar T Schell,etschell,English
"SCHEPER, J.",Jeanne A Scheper,jscheper,Gender and Sexuality Studies
"SCHERFIG, J.W.",Jan Scherfig,scherfig,Civil & Environmental Engineering
"SCHERSON, I.",Isaac D Scherson,isaac,Computer Science
"SCHIELDS, C.",Chelsea Angela Schields,cschield,History
"SCHIFFMAN, J.",Jason Eric Schiffman,jeschiff,Psychological Science
"SCHILLING, T.",Thomas F Schilling,tschilli,Developmental and Cell Biology
"SCHLICHTER, A.",Annette Martha Schlichter,aschlich,Comparative Literature
"SCHOEN, R.",Richard M Schoen,rschoen,Mathematics
"SCHOENUNG, J.",Julie M Schoenung,schoenuj,Materials Science and Engineering
"SCHOFER, E.",Evan A Schofer,schofer,Sociology
"SCHONFELD, W.",William R Schonfeld,wrschonf,Political Science
"SCHOONHOVEN, C.B.",Claudia Bird Schoonhoven,kschoonh,Paul Merage School of Business
"SCHRINER, S.",Samuel E Schriner,schriner,Pharmaceutical Sciences
"SCHRINER, S.",Sarah Mcbane,smcbane,Clinical Pharmacy Practice
"SCHUCK, S.",Sabrina E Brierley Schuck,sabrina,SOM - Pediatrics
"SCHUELLER, S.",Stephen Matthew Schueller,sschuell,Psychological Science
"SCHULTZ, J.",Jonas Schultz,jschultz,Physics and Astronomy
"SCHUSTER, T.",Tonya L Schuster,schuster,Sociology
"SCHWAB, G.",Gabriele M Schwab,gmschwab,Comparative Literature
"SCHWAB, M.",Martin Schwab,mschwab,Philosophy
"SCHWARZ, C.",Christopher G Schwarz,cschwarz,Paul Merage School of Business
"SCHWEGLER, A.",Armin Schwegler,aschwegl,Spanish & Portuguese
"SCOLNIK, N.",Nina Scolnik,nscolnik,Arts-Music
"SCONTRAS, G.",Gregory Scontras,gscontra,Language Science
"SCOTT, C.H.",Carlton H Scott,chscott,Paul Merage School of Business
"SCRUGGS, B.",Bert Scruggs,bms,East Asian Studies
"SCURICH, N.",Nicholas Ivan Scurich,nscurich,Psychological Science
"SEAGER, S.",Susan E Seager,sseager1,School of Law
"SEED, P.",Patricia Seed,seed5,History
"SEEDS, C.",Christopher W Seeds,cseeds,"Criminology, Law & Society"
"SEFAMI, J.",Jacobo Sefami,jsefami,Spanish & Portuguese
"SELLGREN, S.",Sherilyn Kay Sellgren,ssellgre,Political Science
"SENEAR, D.",Donald F Senear,dfsenear,Molecular Biology & Biochemistry
"SERESERES, C.",Caesar D Sereseres,cdserese,Political Science
"SERON, C.",Carroll S Seron,seron,Sociology
"SEWARD, S.",Spencer Michael Seward,sseward,English
"SEXTON, J.",Jared Sexton,jcsexton,African American Studies
"SHAFFER, G.",Gregory C Shaffer,gshaffe1,School of Law
"SHAH, N.",Nilopa Shah,nilopas,Economics
"SHAHBABA, B.",Babak Shahbaba,babaks,Statistics
"SHAKA, A.",Athan J Shaka,ajshaka,Chemistry
"SHAPERO, N.",Natalie Shapero,nshapero,English
"SHARP, K.",Kelli G Sharp,ksharp,Arts-Dance
"SHEA, K.",Kenneth J Shea,kjshea,Chemistry
"SHEMEK, D.",Deanna Shemek,dshemek,European Languages and Studies
"SHEN, W.",Weining Shen,weinings,Statistics
"SHENG, J.",Jinfei Sheng,jinfeis,Paul Merage School of Business
"SHEVLIN, T.",Terrence J Shevlin,tshevlin,Paul Merage School of Business
"SHI, F.",Frank G Shi,fgshi,Chemical & Biomolecular Engineering
"SHI, X.",Xian Shi,xianshi,Mechanical & Aerospace Engineering
"SHI, X.",Xiaoyu Shi,xishi,Developmental and Cell Biology
"SHIELDS, A.",Aomawa L Shields,shields,Physics and Astronomy
"SHIN, S.",Sanghyuk Sam Shin,ssshin2,Sue & Bill Gross School of Nursing
"SHINDLER, M.",Michael Shindler,mikes,Computer Science
"SHIRAIWA, M.",Manabu Shiraiwa,mshiraiw,Chemistry
"SHIREY, P.",Paul R Shirey,prshirey,Social Sciences Undergraduate Student Affairs
"SHIRMAN, Y.",Yuri Shirman,yshirman,Physics and Astronomy
"SHKEL, A.",Andrei Shkel,ashkel,Mechanical & Aerospace Engineering
"SHORT, G.",Gretchen K Short,gkshort,Humanities Core
"SIDERIS, A.",Athanasios Sideris,asideris,Mechanical & Aerospace Engineering
"SIEGEL, B.",Barry E Siegel,bsiegel,English
"SILVER, R.",Roxane Cohen Silver,rsilver,Academic Planning
"SILVER, V.",Victoria A Silver,vasilver,English
"SILVERBERG, A.",Alice Silverberg,asilverb,Mathematics
"SILVERMAN, D.",Dennis J Silverman,djsilver,Physics and Astronomy
"SIMON, E.",Eli Simon,esimon,Arts-Drama
"SIMONS, K.",Kenneth W Simons,ksimons1,School of Law
"SIMS, R.",Richard A Sims,simsr,English
"SINGH, S.",Sameer Singh,sameer,Computer Science
"SIRIGNANO, W.",William A Sirignano,sirignan,Mechanical & Aerospace Engineering
"SIRYAPORN, A.",Albert Siryaporn,asirya,Physics and Astronomy
"SIWY, Z.",Zuzanna S Siwy,zsiwy,Physics and Astronomy
"SKAPERDAS, S.",Stergios Skaperdas,sskaperd,Economics
"SKYRMS, B.",Brian Skyrms,bskyrms,Logic & Philosophy of Science
"SMALL, K.A.",Kenneth A Small,ksmall,Economics
"SMECKER-HANE, T.",Tammy Ann Smecker-Hane,tsmecker,Physics and Astronomy
"SMEDLEY, K.",Keyue M Smedley,smedley,Electrical Engineering & Computer Science
"SMITH, C.",Charles A Smith,casmith,Political Science
"SMITH, D.",David A Smith,dasmith,Sociology
"SMITH, D.",David Woodruff Smith,dwsmith,Philosophy
"SMITH, J.",James N Smith,jimsmith,Chemistry
"SMITH, J.",Jaymi Lee Smith,jaymis,Arts-Drama
"SMITH, J.",John H Smith,jhsmith,European Languages and Studies
"SMITH, L.",Luke Alexander Smith,smithla,Mathematics
"SMITH, Q.",Quinton Smith,quintons,Chemical & Biomolecular Engineering
"SMOKE, W.H.",William H Smoke,whsmoke,Mathematics
"SMYTH, P.",Patrick Smyth,pjsmyth,Computer Science
"SNG, O.",Oliver Sng,olisng,Psychological Science
"SNOW, D.",David A Snow,dsnow,Sociology
"SNYDER, R.",Richard B Snyder,rbsnyder,Classics
"SO, K.",Kut C So,rso,Paul Merage School of Business
"SOBEL, H.",Henry W Sobel,hsobel,Physics and Astronomy
"SODERMAN, A.",Anton Braxton Soderman,asoderma,Film & Media Studies
"SOJOYNER, D.",Damien M Sojoyner,dsojoyne,Anthropology
"SOLINGEN, E.",Etel Solingen,esolinge,Political Science
"SOLINGER, D.",Dorothy Solinger,dorjsoli,Political Science
"SOLNA, K.",Knut Solna,ksolna,Mathematics
"SOLOMON, R.",Robert A Solomon,solomor1,School of Law
"SONG, J.",Ji Seon Song,jsong,School of Law
"SORKIN, D.",Dara H Sorkin,dsorkin,DOM General Internal Medicine
"SOROOSHIAN, S.",Soroosh Sorooshian,soroosh,Civil & Environmental Engineering
"SORTE, C.",Cascade J Sorte,csorte,Ecology & Evolutionary Biology
"SOUTHWORTH, A.",Ann Southworth,asouthwo,School of Law
"SPANGENBERG, E.",Eric R Spangenberg,ers,Paul Merage School of Business
"SPITALE, R.",Robert Spitale,rspitale,Pharmaceutical Sciences
"SQUIRE, K.",Kurt Dean Squire,ksquire,Informatics
"SRINIVASAN, R.",Ramesh Srinivasan,srinivar,Cognitive Science
"STAMENKOVIC, V.",Vojislav Stamenkovic,vrstamen,Chemical & Biomolecular Engineering
"STANDISH, T.A.",Thomas A Standish,standish,Informatics
"STANFORD, P.",Preston Kyle Stanford,stanford,Logic & Philosophy of Science
"STARK, C.",Craig E Stark,cestark,Neurobiology and Behavior
"STARR, A.",Arnold Starr,astarr,SOM - Neurology
"STEINTRAGER, J.",James Steintrager,jsteintr,English
"STEPAN-NORRIS, J.",Judith Stepan-Norris,jstepann,Sociology
"STERN, H.",Hal S Stern,sternh,Executive Vice Chancellor
"STERN, H.",Hal Stern,provost,Office of the Provost
"STERN, R.",Ronald J Stern,rstern,Mathematics
"STERN, S.",Sharon Stern,smstern,Population Health & Disease Prevention
"STEWARD, O.",Oswald Steward,osteward,SOM - Anatomy & Neurobiology
"STEYVERS, M.",Mark Steyvers,msteyver,Cognitive Science
"STOEVER, J.",Jane Kathryn Stoever,jstoever,School of Law
"STOKOLS, D.",Daniel S Stokols,dstokols,Psychological Science
"STONE, J.",Jeanne M Stone,jmstone,Education
"STRAUGHN, I.",Ian Straughn,istraugh,Anthropology
"STREETS, J.",Jeffrey Daniel Streets,jstreets,Mathematics
"STREJA, E.",Elani Streja,estreja,SOM - Department of Medicine
"STRIEDTER, G.",Georg Striedter,gstriedt,Neurobiology and Behavior
"STRINGS, S.",Sabrina A Strings,sstrings,Sociology
"SU, M.",Min-Ying Su,msu,SOM - Radiological Sciences
"SUAREZ-VILLA, L.",Luis Suarez-Villa,lsuarez,Urban Planning & Public Policy
"SUDDERTH, E.",Erik Blaine Sudderth,sudderth,Computer Science
"SUETTERLIN, C.",Christine Suetterlin,suetterc,Developmental and Cell Biology
"SUGIE, N.",Naomi Fusae Sugie,nsugie,"Criminology, Law & Society"
"SUH, S.",Serk Bae Suh,suhsb,East Asian Studies
"SUMIKAWA, K.",Katumi Sumikawa,ksumikaw,Neurobiology and Behavior
"SUN, L.",Lizhi Sun,lsun,Civil & Environmental Engineering
"SUN, S.",Sha Sun,shasun,Developmental and Cell Biology
"SUN, Z.",Zheng Sun,zhengs,Paul Merage School of Business
"SWANSON, E.",Eric T Swanson,swanson2,Economics
"SWARUP, V.",Vivek Swarup,vswarup,Neurobiology and Behavior
"SWINDLEHURST, L.",Lee Swindlehurst,swindle,Electrical Engineering & Computer Science
"SYKES, B.",Bryan Lamont Sykes,blsykes,"Criminology, Law & Society"
"SYMONS, C.",Celia Claire Symons,csymons,Ecology & Evolutionary Biology
"SZALAY, M.",Michael F Szalay,mszalay,English
"Samueli, H.",Henry Samueli,hsamueli,Electrical Engineering & Computer Science
"Symanski, E.",Elizabeth Anne Symanski,esymansk,Sue & Bill Gross School of Nursing
"TAAGEPERA, R.",Rein Taagepera,rtaagepe,School of Social Sciences
"TABOREK, P.",Peter Taborek,ptaborek,Physics and Astronomy
"TACKETT, T.N.",Timothy Tackett,ttackett,History
"TAFFARD, A.",Agnes C Taffard,ataffard,Physics and Astronomy
"TAHA, H.",Haithem E Taha,hetaha,Mechanical & Aerospace Engineering
"TAIT, T.",Timothy M Tait,ttait,Physics and Astronomy
"TAJIMA, T.",Toshiki Tajima,ttajima,Physics and Astronomy
"TALESH, S.",Shauhin A Talesh,stalesh,School of Law
"TALMOR, E.",Eli Talmor,etalmor,Paul Merage School of Business
"TANENBAUM, T.",Theresa Jean Tanenbaum,ttanen,Informatics
"TANG, W.",William C Tang,wctang,Biomedical Engineering
"TANJASIRI, S.P.",Sora P Tanjasiri,tanjasir,Epidemiology & Biostats Faclty
"TAYLOR POPPE, E.",Emily S Taylor Poppe,etaylorp,School of Law
"TAYLOR, D.",Darryl G Taylor,taylord,Arts-Music
"TAYLOR, R.",Richard Taylor,taylor,Informatics
"TAYLOR, T.",Thomas H Taylor,thtaylor,Epidemiology & Biostats Faclty
"TELLES, E.",Edward E Telles,tellese,Sociology
"TENNER, A.",Andrea J Tenner,atenner,Molecular Biology & Biochemistry
"TERADA, R.",Rei Terada,terada,Comparative Literature
"TERNG, C.",Chuu-Lian Terng,cterng,Mathematics
"TERRICCIANO, A.",Alan Terricciano,aterricc,Arts-Dance
"TERRY, J.",Jennifer Terry,jterry,Gender and Sexuality Studies
"TESLER, M.",Michael Tesler,mtesler,Political Science
"THAYER, J.",Julian F Thayer,jfthayer,Psychological Science
"THIONG'O, N.",Ngugi Wa Thiong'o,ngugi,Comparative Literature
"THOMPSON, L.",Leslie M Thompson,lmthomps,SOM - Psychiatry & Human Behavior
"THOMPSON, P.",Philip D Thompson,pthompso,Arts-Drama
"THOMPSON, W.",William C Thompson,wcthomps,School of Law
